Subset,Subset size,Features
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,67,ENSG00000000971.11;ENSG00000003436.10;ENSG00000009724.12;ENSG00000011422.7;ENSG00000021852.8;ENSG00000039537.9;ENSG00000057593.9;ENSG00000080618.9;ENSG00000085063.10;ENSG00000088926.9;ENSG00000099937.6;ENSG00000100739.6;ENSG00000104368.13;ENSG00000106366.7;ENSG00000106804.6;ENSG00000110799.9;ENSG00000112936.14;ENSG00000113600.6;ENSG00000113889.7;ENSG00000115718.13;ENSG00000117322.12;ENSG00000117335.14;ENSG00000117525.9;ENSG00000117601.9;ENSG00000122194.14;ENSG00000122861.11;ENSG00000123838.6;ENSG00000123843.8;ENSG00000124491.11;ENSG00000125730.12;ENSG00000126218.7;ENSG00000127241.12;ENSG00000131187.5;ENSG00000143278.3;ENSG00000149131.11;ENSG00000159189.7;ENSG00000159403.11;ENSG00000164344.11;ENSG00000166278.10;ENSG00000167711.9;ENSG00000168398.5;ENSG00000171557.12;ENSG00000171560.10;ENSG00000171564.7;ENSG00000171860.4;ENSG00000173369.11;ENSG00000173372.12;ENSG00000175899.10;ENSG00000176919.7;ENSG00000178726.6;ENSG00000180210.10;ENSG00000181104.6;ENSG00000182326.10;ENSG00000184500.10;ENSG00000185010.9;ENSG00000188488.9;ENSG00000196352.9;ENSG00000197249.8;ENSG00000197405.3;ENSG00000197766.3;ENSG00000198734.6;ENSG00000203710.6;ENSG00000205403.8;ENSG00000224389.4;ENSG00000243649.4;ENSG00000244255.1;ENSG00000244731.3
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,67,ENSG00000004660.10;ENSG00000006831.9;ENSG00000028137.12;ENSG00000050748.13;ENSG00000065675.10;ENSG00000067182.3;ENSG00000068366.15;ENSG00000073009.8;ENSG00000076555.11;ENSG00000096968.8;ENSG00000100889.7;ENSG00000100906.6;ENSG00000102871.11;ENSG00000104365.9;ENSG00000104825.12;ENSG00000105221.12;ENSG00000106617.9;ENSG00000107643.11;ENSG00000109320.7;ENSG00000109339.14;ENSG00000109819.4;ENSG00000110090.8;ENSG00000110931.14;ENSG00000111725.6;ENSG00000115138.6;ENSG00000115592.7;ENSG00000116678.14;ENSG00000117020.12;ENSG00000117394.15;ENSG00000118046.10;ENSG00000122585.3;ENSG00000123983.9;ENSG00000124253.9;ENSG00000127191.13;ENSG00000131482.5;ENSG00000131791.6;ENSG00000132356.7;ENSG00000133124.10;ENSG00000135218.13;ENSG00000142208.11;ENSG00000143171.8;ENSG00000146232.10;ENSG00000151726.9;ENSG00000152254.6;ENSG00000159346.8;ENSG00000159723.4;ENSG00000162409.6;ENSG00000164398.8;ENSG00000168610.10;ENSG00000169047.5;ENSG00000169169.10;ENSG00000173039.14;ENSG00000174697.4;ENSG00000179295.11;ENSG00000181092.5;ENSG00000181856.10;ENSG00000181929.7;ENSG00000184557.3;ENSG00000185950.7;ENSG00000186350.8;ENSG00000186951.12;ENSG00000197142.6;ENSG00000198793.8;ENSG00000204231.6;ENSG00000205560.8;ENSG00000213341.6;ENSG00000232810.3
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,67,ENSG00000006062.9;ENSG00000033627.10;ENSG00000047249.12;ENSG00000050748.13;ENSG00000065559.10;ENSG00000070831.11;ENSG00000071553.12;ENSG00000073009.8;ENSG00000100554.7;ENSG00000100906.6;ENSG00000103653.12;ENSG00000104067.12;ENSG00000104365.9;ENSG00000105929.11;ENSG00000105976.10;ENSG00000106100.6;ENSG00000106278.7;ENSG00000107643.11;ENSG00000108262.11;ENSG00000109320.7;ENSG00000109339.14;ENSG00000110719.5;ENSG00000112062.6;ENSG00000113070.6;ENSG00000113732.4;ENSG00000114573.5;ENSG00000116039.7;ENSG00000117410.9;ENSG00000124181.10;ENSG00000128524.4;ENSG00000131100.8;ENSG00000136238.13;ENSG00000136888.6;ENSG00000137845.10;ENSG00000143882.5;ENSG00000146648.11;ENSG00000147416.6;ENSG00000147614.3;ENSG00000149269.5;ENSG00000151418.7;ENSG00000151694.8;ENSG00000154721.10;ENSG00000155097.7;ENSG00000156711.12;ENSG00000158769.13;ENSG00000159720.7;ENSG00000161570.4;ENSG00000163464.7;ENSG00000163739.4;ENSG00000164305.13;ENSG00000166086.8;ENSG00000171130.13;ENSG00000173039.14;ENSG00000177606.5;ENSG00000179295.11;ENSG00000180871.3;ENSG00000183067.5;ENSG00000185344.9;ENSG00000185386.10;ENSG00000185883.6;ENSG00000188130.9;ENSG00000197122.7;ENSG00000197943.5;ENSG00000213341.6;ENSG00000213760.6;ENSG00000250565.2;ENSG00000254087.3
KEGG_LONG_TERM_DEPRESSION,67,ENSG00000017427.11;ENSG00000065135.7;ENSG00000069764.5;ENSG00000078061.8;ENSG00000087258.9;ENSG00000087460.19;ENSG00000088256.4;ENSG00000089250.14;ENSG00000096433.6;ENSG00000100030.10;ENSG00000100078.3;ENSG00000101333.12;ENSG00000102882.7;ENSG00000104695.8;ENSG00000105568.13;ENSG00000106341.6;ENSG00000113575.5;ENSG00000114353.12;ENSG00000116711.8;ENSG00000120063.5;ENSG00000120088.10;ENSG00000120251.14;ENSG00000123104.7;ENSG00000123739.6;ENSG00000125675.13;ENSG00000126583.6;ENSG00000126934.9;ENSG00000127472.6;ENSG00000127955.11;ENSG00000128266.7;ENSG00000132155.7;ENSG00000133703.7;ENSG00000137713.11;ENSG00000137841.7;ENSG00000138308.5;ENSG00000138669.5;ENSG00000140443.9;ENSG00000141837.14;ENSG00000146535.9;ENSG00000147571.3;ENSG00000149782.7;ENSG00000150995.13;ENSG00000152208.7;ENSG00000152402.6;ENSG00000152822.9;ENSG00000154229.7;ENSG00000155511.13;ENSG00000156052.6;ENSG00000157764.8;ENSG00000158786.4;ENSG00000166501.8;ENSG00000168959.10;ENSG00000168970.16;ENSG00000169032.5;ENSG00000170890.9;ENSG00000174775.12;ENSG00000182621.12;ENSG00000184381.14;ENSG00000185532.10;ENSG00000187980.6;ENSG00000188089.9;ENSG00000188257.6;ENSG00000188784.4;ENSG00000196218.7;ENSG00000213281.4;ENSG00000243708.4;ENSG00000254087.3
KEGG_RENAL_CELL_CARCINOMA,67,ENSG00000005339.8;ENSG00000019991.11;ENSG00000051382.4;ENSG00000070831.11;ENSG00000077264.10;ENSG00000078061.8;ENSG00000091483.6;ENSG00000092969.7;ENSG00000099942.8;ENSG00000100030.10;ENSG00000100311.12;ENSG00000100387.8;ENSG00000100393.9;ENSG00000100485.7;ENSG00000100644.12;ENSG00000102882.7;ENSG00000105221.12;ENSG00000105329.5;ENSG00000105647.10;ENSG00000105851.6;ENSG00000105976.10;ENSG00000107263.14;ENSG00000108094.10;ENSG00000109458.4;ENSG00000112715.16;ENSG00000115904.8;ENSG00000116016.9;ENSG00000116473.10;ENSG00000117020.12;ENSG00000117394.15;ENSG00000117461.10;ENSG00000119630.9;ENSG00000119699.3;ENSG00000121879.3;ENSG00000126934.9;ENSG00000127314.13;ENSG00000129521.9;ENSG00000130669.13;ENSG00000132155.7;ENSG00000133703.7;ENSG00000134086.7;ENSG00000134954.10;ENSG00000135766.8;ENSG00000136238.13;ENSG00000137843.7;ENSG00000141506.9;ENSG00000142208.11;ENSG00000143437.16;ENSG00000145675.10;ENSG00000149269.5;ENSG00000150630.2;ENSG00000154803.8;ENSG00000157764.8;ENSG00000163235.11;ENSG00000167193.7;ENSG00000169032.5;ENSG00000171608.11;ENSG00000172379.14;ENSG00000173511.5;ENSG00000174775.12;ENSG00000177606.5;ENSG00000177885.9;ENSG00000179295.11;ENSG00000180370.6;ENSG00000213281.4;ENSG00000268173.1;ENSG00000269858.1
KEGG_ADHERENS_JUNCTION,68,ENSG00000005339.8;ENSG00000006607.9;ENSG00000010810.13;ENSG00000015285.6;ENSG00000019549.4;ENSG00000035403.12;ENSG00000039068.14;ENSG00000044115.16;ENSG00000066032.14;ENSG00000067560.6;ENSG00000070770.4;ENSG00000070831.11;ENSG00000072110.9;ENSG00000075624.9;ENSG00000077522.8;ENSG00000077782.15;ENSG00000081059.15;ENSG00000087095.8;ENSG00000095637.16;ENSG00000100030.10;ENSG00000100393.9;ENSG00000101266.12;ENSG00000102882.7;ENSG00000104067.12;ENSG00000105976.10;ENSG00000106299.7;ENSG00000106799.8;ENSG00000111679.12;ENSG00000112290.8;ENSG00000117155.12;ENSG00000124216.3;ENSG00000127329.10;ENSG00000128340.10;ENSG00000130402.7;ENSG00000132970.8;ENSG00000135341.13;ENSG00000136153.15;ENSG00000136238.13;ENSG00000138795.5;ENSG00000140443.9;ENSG00000140575.8;ENSG00000141646.9;ENSG00000141736.9;ENSG00000142949.12;ENSG00000143727.11;ENSG00000146648.11;ENSG00000148498.11;ENSG00000148737.11;ENSG00000149177.8;ENSG00000151422.8;ENSG00000152284.4;ENSG00000158195.6;ENSG00000163513.13;ENSG00000166949.11;ENSG00000168036.12;ENSG00000169750.4;ENSG00000171105.9;ENSG00000173482.12;ENSG00000175387.11;ENSG00000175866.11;ENSG00000176105.9;ENSG00000183230.12;ENSG00000184009.5;ENSG00000196396.5;ENSG00000197122.7;ENSG00000198561.8;ENSG00000204435.9;ENSG00000248746.1
KEGG_MELANOMA,69,ENSG00000002330.9;ENSG00000007968.6;ENSG00000017427.11;ENSG00000019991.11;ENSG00000039068.14;ENSG00000051382.4;ENSG00000070193.4;ENSG00000070388.7;ENSG00000077782.15;ENSG00000078061.8;ENSG00000078579.8;ENSG00000100030.10;ENSG00000100311.12;ENSG00000101412.9;ENSG00000102466.11;ENSG00000102678.6;ENSG00000102882.7;ENSG00000105221.12;ENSG00000105550.4;ENSG00000105647.10;ENSG00000105810.5;ENSG00000105851.6;ENSG00000105976.10;ENSG00000107831.8;ENSG00000110092.3;ENSG00000111241.2;ENSG00000112242.10;ENSG00000113578.13;ENSG00000113721.9;ENSG00000114279.9;ENSG00000117020.12;ENSG00000117461.10;ENSG00000118972.1;ENSG00000121879.3;ENSG00000124762.9;ENSG00000126934.9;ENSG00000129682.9;ENSG00000132155.7;ENSG00000133703.7;ENSG00000134853.7;ENSG00000135446.12;ENSG00000135679.17;ENSG00000138675.12;ENSG00000138685.8;ENSG00000138798.7;ENSG00000139687.9;ENSG00000140285.5;ENSG00000140443.9;ENSG00000141506.9;ENSG00000141510.11;ENSG00000142208.11;ENSG00000145431.6;ENSG00000145675.10;ENSG00000146648.11;ENSG00000147889.12;ENSG00000156427.7;ENSG00000157764.8;ENSG00000158815.6;ENSG00000161958.6;ENSG00000169032.5;ENSG00000170962.8;ENSG00000171608.11;ENSG00000171862.5;ENSG00000174775.12;ENSG00000187098.10;ENSG00000196468.5;ENSG00000197461.9;ENSG00000213281.4;ENSG00000268173.1
KEGG_PPAR_SIGNALING_PATHWAY,69,ENSG00000025434.14;ENSG00000060971.13;ENSG00000065833.7;ENSG00000068366.15;ENSG00000083807.5;ENSG00000087008.11;ENSG00000095637.16;ENSG00000099194.5;ENSG00000100889.7;ENSG00000100979.10;ENSG00000109424.3;ENSG00000110090.8;ENSG00000110243.7;ENSG00000110245.7;ENSG00000112033.9;ENSG00000113396.8;ENSG00000113790.6;ENSG00000115361.3;ENSG00000116171.12;ENSG00000117054.9;ENSG00000118137.5;ENSG00000121769.3;ENSG00000123983.9;ENSG00000124253.9;ENSG00000130304.12;ENSG00000132170.15;ENSG00000134240.7;ENSG00000134824.9;ENSG00000135218.13;ENSG00000135929.4;ENSG00000140284.6;ENSG00000140992.14;ENSG00000143171.8;ENSG00000145284.7;ENSG00000145384.3;ENSG00000150991.10;ENSG00000151726.9;ENSG00000155368.12;ENSG00000157184.5;ENSG00000158874.7;ENSG00000161533.7;ENSG00000162365.7;ENSG00000163586.5;ENSG00000164398.8;ENSG00000164434.7;ENSG00000164687.6;ENSG00000165269.8;ENSG00000166333.9;ENSG00000166819.7;ENSG00000167114.8;ENSG00000167772.7;ENSG00000167910.3;ENSG00000168306.8;ENSG00000169169.10;ENSG00000170231.11;ENSG00000170323.4;ENSG00000173391.4;ENSG00000175445.10;ENSG00000180432.4;ENSG00000181092.5;ENSG00000186350.8;ENSG00000186951.12;ENSG00000187048.8;ENSG00000196475.4;ENSG00000196611.4;ENSG00000197142.6;ENSG00000198814.8;ENSG00000204231.6;ENSG00000205560.8
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,69,ENSG00000003400.10;ENSG00000050748.13;ENSG00000052723.7;ENSG00000057663.8;ENSG00000064012.17;ENSG00000067048.12;ENSG00000068308.9;ENSG00000073009.8;ENSG00000083799.13;ENSG00000088888.13;ENSG00000095015.5;ENSG00000100906.6;ENSG00000101695.4;ENSG00000102871.11;ENSG00000104365.9;ENSG00000104825.12;ENSG00000107201.5;ENSG00000107643.11;ENSG00000108771.8;ENSG00000109320.7;ENSG00000109339.14;ENSG00000112062.6;ENSG00000113302.4;ENSG00000115267.5;ENSG00000120235.3;ENSG00000120242.3;ENSG00000121060.10;ENSG00000126456.11;ENSG00000127191.13;ENSG00000127445.9;ENSG00000131323.10;ENSG00000135341.13;ENSG00000136560.9;ENSG00000137080.4;ENSG00000137275.9;ENSG00000143466.9;ENSG00000145782.8;ENSG00000147873.4;ENSG00000147885.2;ENSG00000147896.3;ENSG00000156711.12;ENSG00000160703.11;ENSG00000163512.9;ENSG00000168040.4;ENSG00000168811.2;ENSG00000169245.4;ENSG00000171855.5;ENSG00000173039.14;ENSG00000175104.10;ENSG00000177047.5;ENSG00000183735.5;ENSG00000184584.8;ENSG00000184995.6;ENSG00000185386.10;ENSG00000185507.15;ENSG00000186803.3;ENSG00000187608.5;ENSG00000188130.9;ENSG00000188379.5;ENSG00000197919.3;ENSG00000198933.5;ENSG00000213341.6;ENSG00000214042.1;ENSG00000215301.5;ENSG00000228083.1;ENSG00000232810.3;ENSG00000233816.2;ENSG00000234829.2;ENSG00000236637.1
KEGG_PANCREATIC_CANCER,70,ENSG00000002330.9;ENSG00000006451.3;ENSG00000007968.6;ENSG00000017797.7;ENSG00000050748.13;ENSG00000051180.12;ENSG00000051382.4;ENSG00000070831.11;ENSG00000073009.8;ENSG00000075651.11;ENSG00000078061.8;ENSG00000092969.7;ENSG00000100030.10;ENSG00000101412.9;ENSG00000102882.7;ENSG00000104365.9;ENSG00000105221.12;ENSG00000105329.5;ENSG00000105647.10;ENSG00000105810.5;ENSG00000105851.6;ENSG00000106799.8;ENSG00000107643.11;ENSG00000109320.7;ENSG00000109339.14;ENSG00000110092.3;ENSG00000112242.10;ENSG00000112715.16;ENSG00000115415.14;ENSG00000117020.12;ENSG00000117461.10;ENSG00000119630.9;ENSG00000119699.3;ENSG00000121879.3;ENSG00000128340.10;ENSG00000129675.11;ENSG00000132155.7;ENSG00000132906.13;ENSG00000133703.7;ENSG00000135446.12;ENSG00000136238.13;ENSG00000138798.7;ENSG00000139618.10;ENSG00000139687.9;ENSG00000141506.9;ENSG00000141510.11;ENSG00000141646.9;ENSG00000141736.9;ENSG00000142208.11;ENSG00000144118.9;ENSG00000145675.10;ENSG00000146648.11;ENSG00000147889.12;ENSG00000150630.2;ENSG00000157764.8;ENSG00000160271.10;ENSG00000162434.7;ENSG00000163235.11;ENSG00000163513.13;ENSG00000166949.11;ENSG00000168610.10;ENSG00000169032.5;ENSG00000169750.4;ENSG00000171552.8;ENSG00000171608.11;ENSG00000173039.14;ENSG00000173511.5;ENSG00000175387.11;ENSG00000213341.6;ENSG00000268173.1
KEGG_LEISHMANIA_INFECTION,70,ENSG00000007171.12;ENSG00000027697.8;ENSG00000051523.6;ENSG00000055208.13;ENSG00000073756.7;ENSG00000092969.7;ENSG00000096968.8;ENSG00000100030.10;ENSG00000100324.9;ENSG00000100365.10;ENSG00000100906.6;ENSG00000102882.7;ENSG00000104825.12;ENSG00000105329.5;ENSG00000109320.7;ENSG00000111537.4;ENSG00000111679.12;ENSG00000112062.6;ENSG00000113302.4;ENSG00000113520.6;ENSG00000115008.5;ENSG00000115232.9;ENSG00000115415.14;ENSG00000116701.10;ENSG00000119699.3;ENSG00000125538.7;ENSG00000125730.12;ENSG00000126767.13;ENSG00000135341.13;ENSG00000136634.5;ENSG00000136869.13;ENSG00000137462.6;ENSG00000143226.9;ENSG00000150093.14;ENSG00000150337.9;ENSG00000156711.12;ENSG00000158517.9;ENSG00000159128.10;ENSG00000160255.12;ENSG00000162434.7;ENSG00000162747.5;ENSG00000166501.8;ENSG00000168811.2;ENSG00000169896.12;ENSG00000170345.5;ENSG00000172936.8;ENSG00000173039.14;ENSG00000175104.10;ENSG00000175130.6;ENSG00000177606.5;ENSG00000179344.12;ENSG00000184216.7;ENSG00000185386.10;ENSG00000188130.9;ENSG00000196126.6;ENSG00000196735.7;ENSG00000198001.9;ENSG00000198502.5;ENSG00000203710.6;ENSG00000203747.5;ENSG00000204252.8;ENSG00000204257.10;ENSG00000204287.9;ENSG00000223865.6;ENSG00000231389.3;ENSG00000232810.3;ENSG00000237541.3;ENSG00000241106.2;ENSG00000242574.4;ENSG00000244682.3
KEGG_LONG_TERM_POTENTIATION,70,ENSG00000005339.8;ENSG00000058272.11;ENSG00000058404.15;ENSG00000070808.11;ENSG00000071242.7;ENSG00000072062.9;ENSG00000072133.6;ENSG00000078061.8;ENSG00000079337.11;ENSG00000096433.6;ENSG00000100030.10;ENSG00000100393.9;ENSG00000101333.12;ENSG00000102882.7;ENSG00000105464.3;ENSG00000107758.11;ENSG00000116473.10;ENSG00000117676.9;ENSG00000120251.14;ENSG00000120910.10;ENSG00000123104.7;ENSG00000126583.6;ENSG00000126934.9;ENSG00000127314.13;ENSG00000128272.10;ENSG00000132155.7;ENSG00000133703.7;ENSG00000135447.12;ENSG00000137841.7;ENSG00000138814.12;ENSG00000142875.15;ENSG00000143933.12;ENSG00000145349.12;ENSG00000148660.16;ENSG00000149782.7;ENSG00000150995.13;ENSG00000151067.16;ENSG00000152495.6;ENSG00000152822.9;ENSG00000154229.7;ENSG00000155511.13;ENSG00000155897.5;ENSG00000156052.6;ENSG00000157764.8;ENSG00000160014.12;ENSG00000161509.9;ENSG00000164742.10;ENSG00000165059.5;ENSG00000166501.8;ENSG00000166869.2;ENSG00000168959.10;ENSG00000169032.5;ENSG00000169885.5;ENSG00000172531.10;ENSG00000174775.12;ENSG00000176884.10;ENSG00000177189.8;ENSG00000178363.3;ENSG00000178372.6;ENSG00000182621.12;ENSG00000183454.9;ENSG00000183943.5;ENSG00000186298.7;ENSG00000187446.7;ENSG00000188386.5;ENSG00000198668.6;ENSG00000213281.4;ENSG00000213639.5;ENSG00000221823.6;ENSG00000273079.1
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,71,ENSG00000011009.6;ENSG00000026652.9;ENSG00000058866.10;ENSG00000065357.15;ENSG00000069764.5;ENSG00000070748.13;ENSG00000075651.11;ENSG00000077044.5;ENSG00000087085.9;ENSG00000087157.14;ENSG00000087253.7;ENSG00000088766.7;ENSG00000100078.3;ENSG00000100288.15;ENSG00000101290.9;ENSG00000102125.11;ENSG00000102230.9;ENSG00000102780.12;ENSG00000103066.8;ENSG00000103502.9;ENSG00000110721.7;ENSG00000111666.6;ENSG00000111684.6;ENSG00000115159.11;ENSG00000116711.8;ENSG00000116906.7;ENSG00000119927.9;ENSG00000120992.13;ENSG00000123684.8;ENSG00000123739.6;ENSG00000125505.12;ENSG00000127472.6;ENSG00000129219.9;ENSG00000133027.13;ENSG00000136267.9;ENSG00000138308.5;ENSG00000139163.11;ENSG00000143797.7;ENSG00000143845.10;ENSG00000145214.9;ENSG00000149091.11;ENSG00000152642.6;ENSG00000153395.5;ENSG00000153933.5;ENSG00000156471.8;ENSG00000157680.11;ENSG00000158786.4;ENSG00000160216.14;ENSG00000161217.7;ENSG00000163624.5;ENSG00000167588.8;ENSG00000168970.16;ENSG00000169692.8;ENSG00000170222.11;ENSG00000170890.9;ENSG00000172197.9;ENSG00000172954.9;ENSG00000173868.7;ENSG00000174915.7;ENSG00000176454.9;ENSG00000184381.14;ENSG00000185813.6;ENSG00000186281.8;ENSG00000187980.6;ENSG00000188089.9;ENSG00000188257.6;ENSG00000188784.4;ENSG00000204310.6;ENSG00000213398.3;ENSG00000241878.5;ENSG00000243708.4
KEGG_CHRONIC_MYELOID_LEUKEMIA,74,ENSG00000002330.9;ENSG00000007968.6;ENSG00000033327.8;ENSG00000051382.4;ENSG00000073009.8;ENSG00000078061.8;ENSG00000085276.13;ENSG00000092969.7;ENSG00000097007.13;ENSG00000099942.8;ENSG00000100030.10;ENSG00000100485.7;ENSG00000100906.6;ENSG00000101412.9;ENSG00000102882.7;ENSG00000104365.9;ENSG00000105221.12;ENSG00000105329.5;ENSG00000105647.10;ENSG00000105810.5;ENSG00000105851.6;ENSG00000106799.8;ENSG00000109320.7;ENSG00000110092.3;ENSG00000110395.4;ENSG00000111276.6;ENSG00000112242.10;ENSG00000114423.14;ENSG00000115904.8;ENSG00000116478.7;ENSG00000117020.12;ENSG00000117461.10;ENSG00000119699.3;ENSG00000121879.3;ENSG00000124762.9;ENSG00000126561.12;ENSG00000126934.9;ENSG00000129946.6;ENSG00000132155.7;ENSG00000133703.7;ENSG00000135446.12;ENSG00000135679.17;ENSG00000136997.10;ENSG00000139687.9;ENSG00000141506.9;ENSG00000141510.11;ENSG00000141646.9;ENSG00000142208.11;ENSG00000142273.6;ENSG00000145675.10;ENSG00000147889.12;ENSG00000148082.5;ENSG00000157764.8;ENSG00000159216.14;ENSG00000159692.11;ENSG00000160691.14;ENSG00000163513.13;ENSG00000166949.11;ENSG00000167193.7;ENSG00000169032.5;ENSG00000171552.8;ENSG00000171608.11;ENSG00000173039.14;ENSG00000173757.5;ENSG00000174775.12;ENSG00000175029.12;ENSG00000177885.9;ENSG00000179295.11;ENSG00000185634.7;ENSG00000186716.15;ENSG00000196591.7;ENSG00000213281.4;ENSG00000213341.6;ENSG00000268173.1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,75,ENSG00000005884.13;ENSG00000005961.13;ENSG00000006116.3;ENSG00000007402.7;ENSG00000044115.16;ENSG00000046604.8;ENSG00000057294.9;ENSG00000066032.14;ENSG00000067191.11;ENSG00000072110.9;ENSG00000075429.4;ENSG00000075461.5;ENSG00000075624.9;ENSG00000077522.8;ENSG00000077943.7;ENSG00000081059.15;ENSG00000081248.6;ENSG00000082781.7;ENSG00000091409.10;ENSG00000096696.9;ENSG00000102001.8;ENSG00000102119.6;ENSG00000102683.6;ENSG00000105605.3;ENSG00000105855.5;ENSG00000108823.11;ENSG00000108878.3;ENSG00000115221.6;ENSG00000115232.9;ENSG00000130402.7;ENSG00000130433.3;ENSG00000132470.9;ENSG00000134755.10;ENSG00000135424.11;ENSG00000137809.12;ENSG00000138448.7;ENSG00000138795.5;ENSG00000139626.11;ENSG00000142408.2;ENSG00000143127.8;ENSG00000144668.7;ENSG00000148737.11;ENSG00000150093.14;ENSG00000151062.10;ENSG00000151067.16;ENSG00000152284.4;ENSG00000152661.7;ENSG00000153956.11;ENSG00000157388.9;ENSG00000157445.10;ENSG00000160789.15;ENSG00000161638.6;ENSG00000163069.8;ENSG00000164171.6;ENSG00000165995.14;ENSG00000166862.6;ENSG00000167535.3;ENSG00000168036.12;ENSG00000170558.4;ENSG00000170624.9;ENSG00000173402.7;ENSG00000173801.12;ENSG00000174437.12;ENSG00000175084.7;ENSG00000182389.14;ENSG00000183023.14;ENSG00000183230.12;ENSG00000184009.5;ENSG00000196569.7;ENSG00000198626.11;ENSG00000198947.10;ENSG00000213949.4;ENSG00000248746.1;ENSG00000259207.3;ENSG00000259753.1
KEGG_PEROXISOME,76,ENSG00000005469.7;ENSG00000007171.12;ENSG00000018510.8;ENSG00000034693.10;ENSG00000060971.13;ENSG00000064763.6;ENSG00000068366.15;ENSG00000087008.11;ENSG00000095321.12;ENSG00000100372.10;ENSG00000101417.7;ENSG00000101473.12;ENSG00000101986.8;ENSG00000103150.4;ENSG00000104823.4;ENSG00000104883.3;ENSG00000107537.9;ENSG00000108733.5;ENSG00000110887.3;ENSG00000110921.7;ENSG00000112096.12;ENSG00000112357.8;ENSG00000112874.5;ENSG00000113790.6;ENSG00000115204.10;ENSG00000115425.9;ENSG00000116171.12;ENSG00000116882.10;ENSG00000116906.7;ENSG00000117305.10;ENSG00000117450.9;ENSG00000117528.7;ENSG00000119688.16;ENSG00000120915.9;ENSG00000121680.11;ENSG00000121691.4;ENSG00000123983.9;ENSG00000124587.9;ENSG00000126432.9;ENSG00000127980.11;ENSG00000131373.10;ENSG00000131779.6;ENSG00000133835.10;ENSG00000136881.7;ENSG00000138413.9;ENSG00000139197.6;ENSG00000140284.6;ENSG00000142168.10;ENSG00000142655.8;ENSG00000148832.10;ENSG00000151726.9;ENSG00000156968.8;ENSG00000157326.14;ENSG00000157911.5;ENSG00000161533.7;ENSG00000162735.14;ENSG00000162928.8;ENSG00000163344.5;ENSG00000164398.8;ENSG00000164751.10;ENSG00000166821.4;ENSG00000168306.8;ENSG00000172482.4;ENSG00000173208.3;ENSG00000176894.5;ENSG00000179761.7;ENSG00000182054.5;ENSG00000197142.6;ENSG00000197448.9;ENSG00000197601.8;ENSG00000198721.8;ENSG00000203797.5;ENSG00000213965.3;ENSG00000215193.8;ENSG00000242110.3;ENSG00000242612.2
KEGG_VEGF_SIGNALING_PATHWAY,76,ENSG00000002330.9;ENSG00000027869.7;ENSG00000051382.4;ENSG00000063176.11;ENSG00000069764.5;ENSG00000070831.11;ENSG00000072736.14;ENSG00000073756.7;ENSG00000089159.11;ENSG00000100030.10;ENSG00000100078.3;ENSG00000100968.9;ENSG00000101096.15;ENSG00000102882.7;ENSG00000102908.16;ENSG00000105221.12;ENSG00000105647.10;ENSG00000105851.6;ENSG00000106211.8;ENSG00000107758.11;ENSG00000112062.6;ENSG00000112715.16;ENSG00000114738.6;ENSG00000116711.8;ENSG00000117020.12;ENSG00000117461.10;ENSG00000120910.10;ENSG00000121879.3;ENSG00000123739.6;ENSG00000124181.10;ENSG00000126583.6;ENSG00000126934.9;ENSG00000127472.6;ENSG00000128052.8;ENSG00000128340.10;ENSG00000129946.6;ENSG00000131196.13;ENSG00000132155.7;ENSG00000132906.13;ENSG00000133703.7;ENSG00000136238.13;ENSG00000138308.5;ENSG00000138814.12;ENSG00000141506.9;ENSG00000142208.11;ENSG00000145675.10;ENSG00000154229.7;ENSG00000156711.12;ENSG00000158786.4;ENSG00000162889.6;ENSG00000164867.6;ENSG00000166501.8;ENSG00000166869.2;ENSG00000168970.16;ENSG00000169032.5;ENSG00000169398.15;ENSG00000169750.4;ENSG00000170890.9;ENSG00000171608.11;ENSG00000174775.12;ENSG00000176170.9;ENSG00000184381.14;ENSG00000185386.10;ENSG00000187446.7;ENSG00000187980.6;ENSG00000188089.9;ENSG00000188130.9;ENSG00000188257.6;ENSG00000188386.5;ENSG00000188784.4;ENSG00000197122.7;ENSG00000197943.5;ENSG00000213281.4;ENSG00000221823.6;ENSG00000243708.4;ENSG00000268173.1
