Subset,Subset size,Features
KEGG_DILATED_CARDIOMYOPATHY,91,ENSG00000005884.13;ENSG00000005961.13;ENSG00000006116.3;ENSG00000007402.7;ENSG00000017427.11;ENSG00000043591.4;ENSG00000067191.11;ENSG00000072062.9;ENSG00000075429.4;ENSG00000075461.5;ENSG00000075624.9;ENSG00000077943.7;ENSG00000078295.11;ENSG00000081248.6;ENSG00000082781.7;ENSG00000087460.19;ENSG00000091409.10;ENSG00000092054.12;ENSG00000092969.7;ENSG00000102001.8;ENSG00000102119.6;ENSG00000102683.6;ENSG00000105329.5;ENSG00000105605.3;ENSG00000105855.5;ENSG00000108823.11;ENSG00000108878.3;ENSG00000111245.10;ENSG00000114854.3;ENSG00000115221.6;ENSG00000115232.9;ENSG00000118194.14;ENSG00000119699.3;ENSG00000121281.8;ENSG00000129467.9;ENSG00000129991.8;ENSG00000130433.3;ENSG00000132470.9;ENSG00000134571.6;ENSG00000135424.11;ENSG00000137809.12;ENSG00000138031.10;ENSG00000138448.7;ENSG00000139626.11;ENSG00000140416.15;ENSG00000142408.2;ENSG00000142875.15;ENSG00000143127.8;ENSG00000143549.15;ENSG00000144668.7;ENSG00000150093.14;ENSG00000151062.10;ENSG00000151067.16;ENSG00000153956.11;ENSG00000155657.19;ENSG00000155897.5;ENSG00000157388.9;ENSG00000157445.10;ENSG00000159251.6;ENSG00000160789.15;ENSG00000160808.5;ENSG00000161638.6;ENSG00000162104.5;ENSG00000163069.8;ENSG00000164171.6;ENSG00000164742.10;ENSG00000165059.5;ENSG00000165995.14;ENSG00000166862.6;ENSG00000167460.10;ENSG00000167535.3;ENSG00000170624.9;ENSG00000173175.10;ENSG00000173402.7;ENSG00000174233.7;ENSG00000174437.12;ENSG00000175084.7;ENSG00000182389.14;ENSG00000183023.14;ENSG00000183943.5;ENSG00000184009.5;ENSG00000196569.7;ENSG00000197616.7;ENSG00000198467.9;ENSG00000198523.5;ENSG00000198626.11;ENSG00000198947.10;ENSG00000213949.4;ENSG00000232810.3;ENSG00000259207.3;ENSG00000259753.1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,94,ENSG00000006747.10;ENSG00000015285.6;ENSG00000033327.8;ENSG00000051382.4;ENSG00000063176.11;ENSG00000070831.11;ENSG00000072694.14;ENSG00000075651.11;ENSG00000078053.12;ENSG00000079805.12;ENSG00000081237.14;ENSG00000087470.13;ENSG00000088280.14;ENSG00000099942.8;ENSG00000100030.10;ENSG00000101336.8;ENSG00000102882.7;ENSG00000105221.12;ENSG00000105647.10;ENSG00000105851.6;ENSG00000106299.7;ENSG00000106683.10;ENSG00000106976.14;ENSG00000107242.13;ENSG00000108443.9;ENSG00000111229.11;ENSG00000112290.8;ENSG00000115020.12;ENSG00000116711.8;ENSG00000117020.12;ENSG00000117461.10;ENSG00000121879.3;ENSG00000124181.10;ENSG00000125753.9;ENSG00000126583.6;ENSG00000128340.10;ENSG00000129219.9;ENSG00000130429.8;ENSG00000132155.7;ENSG00000132970.8;ENSG00000134215.11;ENSG00000134516.11;ENSG00000136238.13;ENSG00000136950.9;ENSG00000141506.9;ENSG00000141720.7;ENSG00000141968.3;ENSG00000142208.11;ENSG00000143226.9;ENSG00000143398.15;ENSG00000145555.10;ENSG00000145675.10;ENSG00000148180.12;ENSG00000149269.5;ENSG00000150337.9;ENSG00000151693.5;ENSG00000153317.10;ENSG00000154229.7;ENSG00000155130.5;ENSG00000158195.6;ENSG00000158517.9;ENSG00000159337.6;ENSG00000160293.12;ENSG00000162704.11;ENSG00000163466.11;ENSG00000163932.9;ENSG00000165025.10;ENSG00000165410.10;ENSG00000165527.5;ENSG00000166501.8;ENSG00000167193.7;ENSG00000168907.9;ENSG00000168918.9;ENSG00000169032.5;ENSG00000171132.9;ENSG00000171608.11;ENSG00000172757.8;ENSG00000175130.6;ENSG00000175634.10;ENSG00000176170.9;ENSG00000182541.13;ENSG00000184381.14;ENSG00000186111.4;ENSG00000188089.9;ENSG00000197943.5;ENSG00000197959.9;ENSG00000203747.5;ENSG00000213658.6;ENSG00000241553.8;ENSG00000241685.4;ENSG00000243708.4;ENSG00000244682.3;ENSG00000254087.3;ENSG00000268173.1
KEGG_PYRIMIDINE_METABOLISM,99,ENSG00000005075.11;ENSG00000007001.8;ENSG00000011052.17;ENSG00000013503.5;ENSG00000014138.4;ENSG00000025708.8;ENSG00000047230.10;ENSG00000047315.10;ENSG00000048392.7;ENSG00000062822.8;ENSG00000066379.10;ENSG00000068654.11;ENSG00000076685.14;ENSG00000077514.4;ENSG00000084774.9;ENSG00000094841.9;ENSG00000099817.7;ENSG00000100024.10;ENSG00000100142.10;ENSG00000100413.12;ENSG00000100479.8;ENSG00000101868.6;ENSG00000102967.7;ENSG00000102978.8;ENSG00000103024.3;ENSG00000103202.8;ENSG00000105258.4;ENSG00000106628.6;ENSG00000112981.3;ENSG00000113356.6;ENSG00000114491.9;ENSG00000115350.7;ENSG00000116981.3;ENSG00000121851.8;ENSG00000122643.14;ENSG00000125458.2;ENSG00000125630.11;ENSG00000125877.8;ENSG00000128951.9;ENSG00000129187.10;ENSG00000130717.8;ENSG00000132664.7;ENSG00000134326.7;ENSG00000135318.7;ENSG00000137054.11;ENSG00000138035.10;ENSG00000138185.12;ENSG00000143156.9;ENSG00000143179.8;ENSG00000144231.6;ENSG00000146143.13;ENSG00000147647.8;ENSG00000147669.6;ENSG00000147853.12;ENSG00000148229.8;ENSG00000148606.8;ENSG00000156136.5;ENSG00000158825.5;ENSG00000161980.5;ENSG00000162368.9;ENSG00000163882.5;ENSG00000164978.13;ENSG00000166548.11;ENSG00000167325.10;ENSG00000167900.7;ENSG00000168002.7;ENSG00000168032.4;ENSG00000168255.14;ENSG00000168393.8;ENSG00000168495.8;ENSG00000171302.12;ENSG00000171453.13;ENSG00000171793.9;ENSG00000171848.9;ENSG00000172113.4;ENSG00000175482.4;ENSG00000176890.11;ENSG00000177084.12;ENSG00000177700.5;ENSG00000181222.10;ENSG00000183696.9;ENSG00000184470.15;ENSG00000185013.12;ENSG00000186141.4;ENSG00000186184.11;ENSG00000187097.8;ENSG00000188641.8;ENSG00000188833.5;ENSG00000197217.8;ENSG00000197586.8;ENSG00000198056.9;ENSG00000198276.9;ENSG00000198431.11;ENSG00000198805.7;ENSG00000205309.9;ENSG00000228049.5;ENSG00000239672.3;ENSG00000243678.7;ENSG00000267645.1
KEGG_GNRH_SIGNALING_PATHWAY,100,ENSG00000034152.14;ENSG00000050748.13;ENSG00000058404.15;ENSG00000065559.10;ENSG00000069764.5;ENSG00000070808.11;ENSG00000070831.11;ENSG00000072062.9;ENSG00000075651.11;ENSG00000076984.13;ENSG00000078295.11;ENSG00000081248.6;ENSG00000085511.15;ENSG00000087245.8;ENSG00000087460.19;ENSG00000088256.4;ENSG00000095015.5;ENSG00000096433.6;ENSG00000100030.10;ENSG00000100078.3;ENSG00000100485.7;ENSG00000101333.12;ENSG00000102001.8;ENSG00000102882.7;ENSG00000104826.7;ENSG00000107643.11;ENSG00000108984.9;ENSG00000109163.6;ENSG00000109339.14;ENSG00000112062.6;ENSG00000113070.6;ENSG00000115904.8;ENSG00000116711.8;ENSG00000120899.13;ENSG00000121281.8;ENSG00000123104.7;ENSG00000123739.6;ENSG00000125787.7;ENSG00000126767.13;ENSG00000126934.9;ENSG00000127472.6;ENSG00000128272.10;ENSG00000129219.9;ENSG00000129467.9;ENSG00000131808.6;ENSG00000132155.7;ENSG00000133703.7;ENSG00000135346.4;ENSG00000137841.7;ENSG00000138031.10;ENSG00000138308.5;ENSG00000142875.15;ENSG00000143933.12;ENSG00000145349.12;ENSG00000146648.11;ENSG00000147437.5;ENSG00000148660.16;ENSG00000149782.7;ENSG00000150995.13;ENSG00000151067.16;ENSG00000154229.7;ENSG00000155897.5;ENSG00000156052.6;ENSG00000156711.12;ENSG00000157227.8;ENSG00000157388.9;ENSG00000158786.4;ENSG00000160014.12;ENSG00000162104.5;ENSG00000163932.9;ENSG00000164742.10;ENSG00000165059.5;ENSG00000166484.15;ENSG00000166501.8;ENSG00000168970.16;ENSG00000169032.5;ENSG00000169885.5;ENSG00000169967.12;ENSG00000170890.9;ENSG00000173175.10;ENSG00000174233.7;ENSG00000174775.12;ENSG00000177606.5;ENSG00000177885.9;ENSG00000178363.3;ENSG00000178372.6;ENSG00000182621.12;ENSG00000183943.5;ENSG00000184381.14;ENSG00000185386.10;ENSG00000187980.6;ENSG00000188089.9;ENSG00000188130.9;ENSG00000188257.6;ENSG00000188784.4;ENSG00000197122.7;ENSG00000198668.6;ENSG00000198909.3;ENSG00000213281.4;ENSG00000243708.4
KEGG_MELANOGENESIS,100,ENSG00000002745.8;ENSG00000004975.7;ENSG00000005339.8;ENSG00000049130.9;ENSG00000058404.15;ENSG00000060566.9;ENSG00000061492.7;ENSG00000065135.7;ENSG00000070808.11;ENSG00000072062.9;ENSG00000075290.7;ENSG00000077498.8;ENSG00000078295.11;ENSG00000078401.6;ENSG00000080166.11;ENSG00000081059.15;ENSG00000082701.10;ENSG00000085741.8;ENSG00000087258.9;ENSG00000087460.19;ENSG00000100030.10;ENSG00000100393.9;ENSG00000101333.12;ENSG00000101440.5;ENSG00000102882.7;ENSG00000104290.6;ENSG00000105989.4;ENSG00000107165.8;ENSG00000107175.6;ENSG00000107404.13;ENSG00000108379.5;ENSG00000111186.8;ENSG00000111432.4;ENSG00000114251.9;ENSG00000114353.12;ENSG00000115138.6;ENSG00000115596.3;ENSG00000118260.10;ENSG00000121281.8;ENSG00000125084.7;ENSG00000126583.6;ENSG00000126934.9;ENSG00000127955.11;ENSG00000129467.9;ENSG00000132155.7;ENSG00000133703.7;ENSG00000134245.13;ENSG00000135925.4;ENSG00000136160.10;ENSG00000137841.7;ENSG00000138031.10;ENSG00000138795.5;ENSG00000142875.15;ENSG00000143578.11;ENSG00000143816.7;ENSG00000143933.12;ENSG00000145349.12;ENSG00000148660.16;ENSG00000148737.11;ENSG00000149782.7;ENSG00000152284.4;ENSG00000154229.7;ENSG00000154764.5;ENSG00000155760.1;ENSG00000155897.5;ENSG00000156052.6;ENSG00000157240.2;ENSG00000157404.11;ENSG00000157613.6;ENSG00000158955.6;ENSG00000160014.12;ENSG00000161202.13;ENSG00000162104.5;ENSG00000162552.10;ENSG00000163251.3;ENSG00000164742.10;ENSG00000164930.7;ENSG00000165059.5;ENSG00000166501.8;ENSG00000168036.12;ENSG00000169032.5;ENSG00000169884.9;ENSG00000169885.5;ENSG00000173175.10;ENSG00000174233.7;ENSG00000174775.12;ENSG00000174804.3;ENSG00000177283.4;ENSG00000178363.3;ENSG00000178372.6;ENSG00000180340.5;ENSG00000182158.10;ENSG00000182621.12;ENSG00000183943.5;ENSG00000187098.10;ENSG00000188064.5;ENSG00000188763.3;ENSG00000198668.6;ENSG00000213281.4;ENSG00000258839.2
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,103,ENSG00000006075.11;ENSG00000034152.14;ENSG00000050748.13;ENSG00000051382.4;ENSG00000055208.13;ENSG00000064012.17;ENSG00000065559.10;ENSG00000073009.8;ENSG00000076984.13;ENSG00000078902.11;ENSG00000100030.10;ENSG00000100324.9;ENSG00000100906.6;ENSG00000101017.9;ENSG00000101916.11;ENSG00000102882.7;ENSG00000104365.9;ENSG00000105221.12;ENSG00000105647.10;ENSG00000105851.6;ENSG00000107643.11;ENSG00000107968.5;ENSG00000108984.9;ENSG00000109320.7;ENSG00000109339.14;ENSG00000112062.6;ENSG00000113302.4;ENSG00000114013.11;ENSG00000115415.14;ENSG00000117020.12;ENSG00000117461.10;ENSG00000118785.9;ENSG00000120235.3;ENSG00000120242.3;ENSG00000121594.7;ENSG00000121879.3;ENSG00000125538.7;ENSG00000126456.11;ENSG00000126934.9;ENSG00000127666.8;ENSG00000128604.14;ENSG00000129277.9;ENSG00000129988.5;ENSG00000131323.10;ENSG00000135341.13;ENSG00000136238.13;ENSG00000136244.7;ENSG00000136869.13;ENSG00000137080.4;ENSG00000137275.9;ENSG00000137462.6;ENSG00000138755.5;ENSG00000141506.9;ENSG00000142166.8;ENSG00000142208.11;ENSG00000143387.8;ENSG00000143466.9;ENSG00000145675.10;ENSG00000147873.4;ENSG00000147885.2;ENSG00000150455.9;ENSG00000154589.2;ENSG00000156711.12;ENSG00000159110.15;ENSG00000161570.4;ENSG00000164342.8;ENSG00000168040.4;ENSG00000168811.2;ENSG00000169032.5;ENSG00000169245.4;ENSG00000169248.8;ENSG00000170345.5;ENSG00000170458.9;ENSG00000171608.11;ENSG00000171855.5;ENSG00000172936.8;ENSG00000173039.14;ENSG00000173366.11;ENSG00000174125.3;ENSG00000174130.8;ENSG00000175104.10;ENSG00000177606.5;ENSG00000183735.5;ENSG00000184216.7;ENSG00000185386.10;ENSG00000185507.15;ENSG00000186803.3;ENSG00000187554.7;ENSG00000188130.9;ENSG00000188379.5;ENSG00000196664.4;ENSG00000197919.3;ENSG00000198001.9;ENSG00000213341.6;ENSG00000214042.1;ENSG00000228083.1;ENSG00000232810.3;ENSG00000233816.2;ENSG00000234829.2;ENSG00000236637.1;ENSG00000239732.2;ENSG00000243414.4;ENSG00000268173.1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,107,ENSG00000006062.9;ENSG00000010610.5;ENSG00000010810.13;ENSG00000043462.7;ENSG00000050748.13;ENSG00000051382.4;ENSG00000065675.10;ENSG00000067560.6;ENSG00000070831.11;ENSG00000071051.9;ENSG00000072736.14;ENSG00000073009.8;ENSG00000075711.16;ENSG00000076984.13;ENSG00000077264.10;ENSG00000081237.14;ENSG00000082701.10;ENSG00000100030.10;ENSG00000100351.12;ENSG00000100485.7;ENSG00000100906.6;ENSG00000100968.9;ENSG00000101096.15;ENSG00000102245.3;ENSG00000102882.7;ENSG00000102908.16;ENSG00000104365.9;ENSG00000104825.12;ENSG00000105221.12;ENSG00000105647.10;ENSG00000105851.6;ENSG00000107758.11;ENSG00000107968.5;ENSG00000109320.7;ENSG00000109471.4;ENSG00000110395.4;ENSG00000111537.4;ENSG00000111679.12;ENSG00000112062.6;ENSG00000113263.8;ENSG00000113520.6;ENSG00000113525.5;ENSG00000114423.14;ENSG00000115085.9;ENSG00000115904.8;ENSG00000117020.12;ENSG00000117461.10;ENSG00000120910.10;ENSG00000121879.3;ENSG00000124181.10;ENSG00000126934.9;ENSG00000130669.13;ENSG00000131196.13;ENSG00000132155.7;ENSG00000133703.7;ENSG00000134215.11;ENSG00000135341.13;ENSG00000135446.12;ENSG00000135605.8;ENSG00000136634.5;ENSG00000137843.7;ENSG00000138814.12;ENSG00000140992.14;ENSG00000141506.9;ENSG00000141968.3;ENSG00000142208.11;ENSG00000142273.6;ENSG00000142867.8;ENSG00000145675.10;ENSG00000146232.10;ENSG00000149269.5;ENSG00000153563.11;ENSG00000156711.12;ENSG00000158092.2;ENSG00000160293.12;ENSG00000160654.5;ENSG00000163599.10;ENSG00000164400.4;ENSG00000166869.2;ENSG00000167286.5;ENSG00000169032.5;ENSG00000170345.5;ENSG00000171608.11;ENSG00000172116.17;ENSG00000172175.8;ENSG00000172575.7;ENSG00000173039.14;ENSG00000174775.12;ENSG00000177606.5;ENSG00000177885.9;ENSG00000178562.13;ENSG00000180370.6;ENSG00000182866.12;ENSG00000185386.10;ENSG00000187446.7;ENSG00000188130.9;ENSG00000188386.5;ENSG00000188389.6;ENSG00000198286.5;ENSG00000198821.6;ENSG00000198851.5;ENSG00000213281.4;ENSG00000213341.6;ENSG00000213658.6;ENSG00000221823.6;ENSG00000232810.3;ENSG00000268173.1
KEGG_OOCYTE_MEIOSIS,111,ENSG00000004897.7;ENSG00000017427.11;ENSG00000053900.6;ENSG00000055130.11;ENSG00000058404.15;ENSG00000065613.9;ENSG00000066027.7;ENSG00000066923.13;ENSG00000068971.9;ENSG00000070808.11;ENSG00000071242.7;ENSG00000072062.9;ENSG00000072133.6;ENSG00000072501.13;ENSG00000072803.13;ENSG00000077935.12;ENSG00000078295.11;ENSG00000078304.15;ENSG00000082175.10;ENSG00000087586.13;ENSG00000089053.8;ENSG00000094880.6;ENSG00000096433.6;ENSG00000100030.10;ENSG00000100387.8;ENSG00000100918.8;ENSG00000102882.7;ENSG00000104695.8;ENSG00000105173.9;ENSG00000105568.13;ENSG00000107758.11;ENSG00000108055.9;ENSG00000108953.12;ENSG00000112029.5;ENSG00000112640.10;ENSG00000113558.14;ENSG00000113575.5;ENSG00000116670.10;ENSG00000117399.9;ENSG00000117676.9;ENSG00000120910.10;ENSG00000121281.8;ENSG00000123104.7;ENSG00000123374.6;ENSG00000127564.12;ENSG00000128245.10;ENSG00000129055.8;ENSG00000129467.9;ENSG00000130177.10;ENSG00000134057.10;ENSG00000134308.9;ENSG00000135476.7;ENSG00000137713.11;ENSG00000138031.10;ENSG00000138814.12;ENSG00000139151.10;ENSG00000140443.9;ENSG00000141552.13;ENSG00000142875.15;ENSG00000143933.12;ENSG00000145349.12;ENSG00000148660.16;ENSG00000150995.13;ENSG00000153107.7;ENSG00000154001.9;ENSG00000155897.5;ENSG00000156509.9;ENSG00000157456.3;ENSG00000158402.14;ENSG00000160014.12;ENSG00000162104.5;ENSG00000163806.11;ENSG00000164109.9;ENSG00000164162.8;ENSG00000164611.8;ENSG00000164742.10;ENSG00000164924.13;ENSG00000165059.5;ENSG00000166167.13;ENSG00000166851.10;ENSG00000166869.2;ENSG00000166913.8;ENSG00000169032.5;ENSG00000169083.11;ENSG00000169679.10;ENSG00000169885.5;ENSG00000170027.5;ENSG00000170312.11;ENSG00000172531.10;ENSG00000172680.1;ENSG00000173175.10;ENSG00000174233.7;ENSG00000175305.12;ENSG00000176248.7;ENSG00000176386.4;ENSG00000177189.8;ENSG00000178363.3;ENSG00000178372.6;ENSG00000183943.5;ENSG00000186298.7;ENSG00000187446.7;ENSG00000188130.9;ENSG00000188386.5;ENSG00000196510.8;ENSG00000198668.6;ENSG00000204710.2;ENSG00000213639.5;ENSG00000214575.5;ENSG00000221823.6;ENSG00000250254.1;ENSG00000254647.2
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,112,ENSG00000027075.9;ENSG00000058272.11;ENSG00000064989.8;ENSG00000065534.14;ENSG00000065675.10;ENSG00000067560.6;ENSG00000067900.6;ENSG00000069764.5;ENSG00000072062.9;ENSG00000072952.14;ENSG00000076928.13;ENSG00000077157.16;ENSG00000078061.8;ENSG00000078295.11;ENSG00000081248.6;ENSG00000087460.19;ENSG00000088256.4;ENSG00000092841.14;ENSG00000096433.6;ENSG00000100030.10;ENSG00000100078.3;ENSG00000101306.6;ENSG00000101333.12;ENSG00000101335.5;ENSG00000102001.8;ENSG00000102882.7;ENSG00000107796.8;ENSG00000116711.8;ENSG00000120063.5;ENSG00000120907.13;ENSG00000121281.8;ENSG00000122679.4;ENSG00000122786.15;ENSG00000123104.7;ENSG00000123739.6;ENSG00000126583.6;ENSG00000126934.9;ENSG00000127472.6;ENSG00000128271.15;ENSG00000129467.9;ENSG00000131477.6;ENSG00000132155.7;ENSG00000132329.6;ENSG00000132694.14;ENSG00000133392.12;ENSG00000134318.9;ENSG00000135643.4;ENSG00000137841.7;ENSG00000138031.10;ENSG00000138308.5;ENSG00000140795.8;ENSG00000142875.15;ENSG00000143933.12;ENSG00000144891.13;ENSG00000145936.4;ENSG00000146535.9;ENSG00000149782.7;ENSG00000150995.13;ENSG00000151067.16;ENSG00000151617.11;ENSG00000152402.6;ENSG00000154229.7;ENSG00000155897.5;ENSG00000156052.6;ENSG00000156113.16;ENSG00000157388.9;ENSG00000157764.8;ENSG00000158786.4;ENSG00000159899.10;ENSG00000160013.4;ENSG00000160014.12;ENSG00000162104.5;ENSG00000162365.7;ENSG00000163017.9;ENSG00000163932.9;ENSG00000164742.10;ENSG00000165059.5;ENSG00000166148.2;ENSG00000166501.8;ENSG00000167641.6;ENSG00000168970.16;ENSG00000169032.5;ENSG00000169418.9;ENSG00000169885.5;ENSG00000170214.3;ENSG00000170425.3;ENSG00000170890.9;ENSG00000171121.12;ENSG00000171132.9;ENSG00000171873.6;ENSG00000172531.10;ENSG00000173175.10;ENSG00000174233.7;ENSG00000178363.3;ENSG00000178372.6;ENSG00000182621.12;ENSG00000183943.5;ENSG00000184381.14;ENSG00000185532.10;ENSG00000186298.7;ENSG00000187048.8;ENSG00000187980.6;ENSG00000188089.9;ENSG00000188257.6;ENSG00000188784.4;ENSG00000196465.6;ENSG00000196914.4;ENSG00000197584.7;ENSG00000198049.5;ENSG00000198668.6;ENSG00000213639.5;ENSG00000243708.4
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,113,ENSG00000002586.13;ENSG00000005844.13;ENSG00000007952.13;ENSG00000013297.6;ENSG00000035403.12;ENSG00000044115.16;ENSG00000050820.12;ENSG00000051382.4;ENSG00000051523.6;ENSG00000065135.7;ENSG00000066032.14;ENSG00000066405.8;ENSG00000067560.6;ENSG00000067900.6;ENSG00000070831.11;ENSG00000072110.9;ENSG00000074771.3;ENSG00000074966.6;ENSG00000075624.9;ENSG00000077522.8;ENSG00000079337.11;ENSG00000087245.8;ENSG00000089159.11;ENSG00000090339.4;ENSG00000091428.13;ENSG00000092820.13;ENSG00000100365.10;ENSG00000100852.8;ENSG00000100985.7;ENSG00000101335.5;ENSG00000101608.8;ENSG00000105647.10;ENSG00000105851.6;ENSG00000106404.9;ENSG00000106631.4;ENSG00000107562.12;ENSG00000111245.10;ENSG00000112062.6;ENSG00000113263.8;ENSG00000113946.3;ENSG00000114353.12;ENSG00000115232.9;ENSG00000116473.10;ENSG00000116701.10;ENSG00000117461.10;ENSG00000118680.8;ENSG00000120899.13;ENSG00000121879.3;ENSG00000121966.6;ENSG00000124181.10;ENSG00000125753.9;ENSG00000126583.6;ENSG00000127314.13;ENSG00000127955.11;ENSG00000128340.10;ENSG00000130402.7;ENSG00000134215.11;ENSG00000134318.9;ENSG00000134873.5;ENSG00000136238.13;ENSG00000136653.15;ENSG00000141506.9;ENSG00000141968.3;ENSG00000145675.10;ENSG00000147065.12;ENSG00000149564.7;ENSG00000150093.14;ENSG00000154096.9;ENSG00000154229.7;ENSG00000154721.10;ENSG00000156282.3;ENSG00000156711.12;ENSG00000158517.9;ENSG00000158769.13;ENSG00000159261.6;ENSG00000160007.13;ENSG00000160255.12;ENSG00000160293.12;ENSG00000162692.6;ENSG00000163347.5;ENSG00000164007.6;ENSG00000165168.6;ENSG00000165215.5;ENSG00000165376.6;ENSG00000166086.8;ENSG00000166501.8;ENSG00000168036.12;ENSG00000168421.8;ENSG00000169398.15;ENSG00000169896.12;ENSG00000171217.5;ENSG00000171608.11;ENSG00000177300.5;ENSG00000179295.11;ENSG00000179776.13;ENSG00000180209.7;ENSG00000181885.14;ENSG00000183230.12;ENSG00000184009.5;ENSG00000184113.8;ENSG00000184697.6;ENSG00000185386.10;ENSG00000188130.9;ENSG00000189143.8;ENSG00000197822.6;ENSG00000197943.5;ENSG00000198561.8;ENSG00000213445.4;ENSG00000213937.3;ENSG00000215375.2;ENSG00000248746.1;ENSG00000253958.1;ENSG00000268173.1
KEGG_PARKINSONS_DISEASE,117,ENSG00000004779.5;ENSG00000005022.5;ENSG00000010256.6;ENSG00000023228.9;ENSG00000036565.10;ENSG00000064692.14;ENSG00000065518.7;ENSG00000073578.12;ENSG00000078668.9;ENSG00000090266.8;ENSG00000099795.2;ENSG00000109390.7;ENSG00000110717.6;ENSG00000111775.2;ENSG00000112695.7;ENSG00000115286.15;ENSG00000115317.7;ENSG00000115944.10;ENSG00000116288.8;ENSG00000117118.5;ENSG00000119013.4;ENSG00000119421.5;ENSG00000120868.9;ENSG00000125356.6;ENSG00000126267.4;ENSG00000127184.6;ENSG00000127540.7;ENSG00000128609.10;ENSG00000130414.7;ENSG00000130985.12;ENSG00000131055.4;ENSG00000131143.4;ENSG00000131174.4;ENSG00000131495.4;ENSG00000132388.8;ENSG00000132906.13;ENSG00000135940.2;ENSG00000136521.8;ENSG00000139180.6;ENSG00000140740.6;ENSG00000140990.10;ENSG00000142319.14;ENSG00000143252.10;ENSG00000145335.11;ENSG00000145494.7;ENSG00000147684.3;ENSG00000151366.8;ENSG00000151475.4;ENSG00000151729.6;ENSG00000154277.8;ENSG00000156467.5;ENSG00000156587.11;ENSG00000156885.4;ENSG00000158828.5;ENSG00000158864.8;ENSG00000160087.16;ENSG00000160194.13;ENSG00000160471.8;ENSG00000161281.6;ENSG00000164258.7;ENSG00000164305.13;ENSG00000164405.6;ENSG00000164919.6;ENSG00000165264.6;ENSG00000165637.9;ENSG00000165646.7;ENSG00000166136.11;ENSG00000167774.2;ENSG00000167792.7;ENSG00000168653.6;ENSG00000169021.4;ENSG00000169100.8;ENSG00000170315.9;ENSG00000170516.12;ENSG00000170775.2;ENSG00000170906.11;ENSG00000171497.4;ENSG00000172115.4;ENSG00000173660.7;ENSG00000176340.3;ENSG00000178127.8;ENSG00000178741.7;ENSG00000179091.4;ENSG00000180176.10;ENSG00000182179.6;ENSG00000183648.5;ENSG00000184076.10;ENSG00000184702.13;ENSG00000184787.14;ENSG00000184983.5;ENSG00000185633.6;ENSG00000185651.10;ENSG00000187581.2;ENSG00000188906.9;ENSG00000189043.5;ENSG00000198695.2;ENSG00000198712.1;ENSG00000198727.2;ENSG00000198763.3;ENSG00000198786.2;ENSG00000198804.2;ENSG00000198833.6;ENSG00000198840.2;ENSG00000198886.2;ENSG00000198888.2;ENSG00000198899.2;ENSG00000198938.2;ENSG00000204370.4;ENSG00000212907.2;ENSG00000213585.6;ENSG00000213619.5;ENSG00000228253.1;ENSG00000255292.2;ENSG00000255339.2;ENSG00000266251.1;ENSG00000267059.2;ENSG00000267855.1
